nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 07:30,2950,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 07:30,1770,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 07:30,1860,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 07:20,1620,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,04/02/2018 07:00,510,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,04/02/2018 07:40,500,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,04/02/2018 07:40,1280,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,04/02/2018 07:40,5290,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,04/02/2018 07:40,6550,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,04/02/2018 07:40,610,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,04/02/2018 07:40,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,04/02/2018 07:40,3750,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,04/02/2018 07:40,1410,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,04/02/2018 07:40,1920,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,04/02/2018 07:40,-1790,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,04/02/2018 07:40,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,04/02/2018 07:40,270,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,04/02/2018 07:40,-100,Normal
PS. Sunter Hulu,Sunter,,,04/02/2018 07:50,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,04/02/2018 07:40,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 07:40,180,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 07:40,2090,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 07:40,2990,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 07:40,1770,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 07:40,1860,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 07:40,1720,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,04/02/2018 07:00,510,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,04/02/2018 07:50,500,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,04/02/2018 07:50,1300,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,04/02/2018 07:50,5270,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,04/02/2018 07:50,6560,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,04/02/2018 07:50,610,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,04/02/2018 07:50,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,04/02/2018 07:50,3730,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,04/02/2018 07:50,1420,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,04/02/2018 07:50,1970,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,04/02/2018 07:50,-1780,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,04/02/2018 07:50,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,04/02/2018 07:50,280,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,04/02/2018 07:50,-100,Normal
PS. Sunter Hulu,Sunter,,,04/02/2018 08:00,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,04/02/2018 07:50,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 07:50,200,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 07:50,2110,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 07:50,3020,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 07:50,1770,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 07:40,1860,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 07:50,1700,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,04/02/2018 08:10,530,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,04/02/2018 08:00,500,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,04/02/2018 08:00,1300,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,04/02/2018 08:00,5260,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,04/02/2018 08:00,6590,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,04/02/2018 08:00,620,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,04/02/2018 08:00,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,04/02/2018 07:50,3730,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,04/02/2018 08:00,1400,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,04/02/2018 08:00,1900,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,04/02/2018 08:00,-1780,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,04/02/2018 08:00,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,04/02/2018 08:00,260,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,04/02/2018 08:00,-100,Normal
PS. Sunter Hulu,Sunter,,,04/02/2018 08:10,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,04/02/2018 08:00,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 08:00,220,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 08:00,2140,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 08:00,3040,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 08:00,1770,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 08:00,1860,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 08:00,1670,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,04/02/2018 08:10,530,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,04/02/2018 08:10,500,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,04/02/2018 08:10,1280,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,04/02/2018 08:10,5250,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,04/02/2018 08:10,6610,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,04/02/2018 08:10,620,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,04/02/2018 08:10,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,04/02/2018 08:10,3710,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,04/02/2018 08:10,1420,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,04/02/2018 08:10,1980,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,04/02/2018 08:10,-1780,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,04/02/2018 08:10,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,04/02/2018 08:10,270,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,04/02/2018 08:10,-100,Normal
PS. Sunter Hulu,Sunter,,,04/02/2018 08:20,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,04/02/2018 08:10,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 08:10,250,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 08:10,2170,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 08:10,3070,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 08:10,1760,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 08:10,1860,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 08:10,1660,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,04/02/2018 08:30,550,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,04/02/2018 08:20,500,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,04/02/2018 08:20,1280,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,04/02/2018 08:20,5200,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,04/02/2018 08:20,6620,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,04/02/2018 08:20,620,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,04/02/2018 08:20,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,04/02/2018 08:20,3700,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,04/02/2018 08:20,1440,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,04/02/2018 08:20,1980,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,04/02/2018 08:20,-1760,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,04/02/2018 08:20,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,04/02/2018 08:20,270,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,04/02/2018 08:20,-100,Normal
PS. Sunter Hulu,Sunter,,,04/02/2018 08:30,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,04/02/2018 08:20,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 08:20,280,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 08:20,2190,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 08:20,3080,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 08:20,1760,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 08:20,1860,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 08:20,1640,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,04/02/2018 08:40,570,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,04/02/2018 08:30,510,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,04/02/2018 08:30,1270,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,04/02/2018 08:30,5200,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,04/02/2018 08:30,6620,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,04/02/2018 08:30,630,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,04/02/2018 08:30,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,04/02/2018 08:30,3700,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,04/02/2018 08:30,1450,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,04/02/2018 08:30,1960,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,04/02/2018 08:30,-1760,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,04/02/2018 08:30,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,04/02/2018 08:30,260,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,04/02/2018 08:30,-100,Normal
PS. Sunter Hulu,Sunter,,,04/02/2018 08:40,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,04/02/2018 08:30,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 08:20,280,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 08:30,2210,Siaga 3
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 08:30,3090,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 08:30,1750,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 08:30,1860,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 08:30,1640,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,04/02/2018 08:50,580,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,04/02/2018 08:40,510,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,04/02/2018 08:40,1270,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,04/02/2018 08:40,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,04/02/2018 08:40,6620,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,04/02/2018 08:40,630,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,04/02/2018 08:40,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,04/02/2018 08:40,3700,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,04/02/2018 08:40,1450,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,04/02/2018 08:40,1970,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,04/02/2018 08:40,-1760,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,04/02/2018 08:40,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,04/02/2018 08:40,270,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,04/02/2018 08:40,-100,Normal
PS. Sunter Hulu,Sunter,,,04/02/2018 08:50,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,04/02/2018 08:40,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 08:40,330,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 08:40,2230,Siaga 3
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 08:40,3100,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 08:40,1750,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 08:40,1860,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 08:40,1640,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,04/02/2018 08:50,580,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,04/02/2018 08:50,530,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,04/02/2018 08:50,1270,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,04/02/2018 08:50,5270,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,04/02/2018 08:50,6610,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,04/02/2018 08:50,640,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,04/02/2018 08:50,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,04/02/2018 08:50,3700,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,04/02/2018 08:50,1450,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,04/02/2018 08:50,1970,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,04/02/2018 08:50,-1750,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,04/02/2018 08:50,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,04/02/2018 08:50,280,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,04/02/2018 08:50,-100,Normal
PS. Sunter Hulu,Sunter,,,04/02/2018 09:00,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,04/02/2018 08:50,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 08:50,340,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 08:40,2230,Siaga 3
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 08:50,3110,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 08:50,1750,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 08:50,1870,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 08:50,1640,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,04/02/2018 08:50,580,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,04/02/2018 09:00,540,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,04/02/2018 09:00,1250,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,04/02/2018 09:00,5280,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,04/02/2018 09:00,6600,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,04/02/2018 09:00,640,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,04/02/2018 09:00,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,04/02/2018 09:00,3740,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,04/02/2018 09:00,1460,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,04/02/2018 08:50,1970,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,04/02/2018 09:00,-1740,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,04/02/2018 09:00,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,04/02/2018 09:00,280,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,04/02/2018 09:00,-100,Normal
PS. Sunter Hulu,Sunter,,,04/02/2018 09:10,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,04/02/2018 09:00,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 09:00,370,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 09:00,2250,Siaga 3
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 09:00,3120,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 09:00,1760,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 09:00,1870,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 09:00,1640,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,04/02/2018 09:20,600,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,04/02/2018 09:10,550,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,04/02/2018 09:10,1240,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,04/02/2018 09:10,5280,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,04/02/2018 09:10,6590,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,04/02/2018 09:10,650,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,04/02/2018 09:10,-370,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,04/02/2018 09:10,3760,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,04/02/2018 09:10,1490,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,04/02/2018 09:10,2040,Siaga 2
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,04/02/2018 09:10,-1740,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,04/02/2018 09:10,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,04/02/2018 09:10,280,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,04/02/2018 09:10,-100,Normal
PS. Sunter Hulu,Sunter,,,04/02/2018 09:20,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,04/02/2018 09:10,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 09:10,390,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 09:10,2260,Siaga 3
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 09:10,3120,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 09:10,1770,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 09:10,1880,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 09:10,1690,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,04/02/2018 09:20,600,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,04/02/2018 09:20,550,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,04/02/2018 09:20,1220,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,04/02/2018 09:20,5260,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,04/02/2018 09:20,6570,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,04/02/2018 09:20,650,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,04/02/2018 09:20,-370,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,04/02/2018 09:20,3770,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,04/02/2018 09:20,1500,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,04/02/2018 09:20,2050,Siaga 2
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,04/02/2018 09:20,-1770,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,04/02/2018 09:20,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,04/02/2018 09:20,280,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,04/02/2018 09:20,-100,Normal
PS. Sunter Hulu,Sunter,,,04/02/2018 09:30,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,04/02/2018 09:20,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 09:10,390,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 09:20,2260,Siaga 3
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 09:20,3120,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 09:20,1770,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 09:20,1890,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 09:20,1670,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,04/02/2018 09:20,600,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,04/02/2018 09:30,560,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,04/02/2018 09:30,1210,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,04/02/2018 09:30,5240,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,04/02/2018 09:30,6560,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,04/02/2018 09:30,660,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,04/02/2018 09:30,-370,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,04/02/2018 09:30,3790,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,04/02/2018 09:30,1530,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,04/02/2018 09:30,2050,Siaga 2
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,04/02/2018 09:30,-1770,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,04/02/2018 09:30,480,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,04/02/2018 09:30,280,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,04/02/2018 09:30,-100,Normal
PS. Sunter Hulu,Sunter,,,04/02/2018 09:40,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,04/02/2018 09:30,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,04/02/2018 09:30,420,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,04/02/2018 09:30,2250,Siaga 3
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,04/02/2018 09:30,3120,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,04/02/2018 09:30,1770,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,04/02/2018 09:30,1890,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,04/02/2018 09:30,1670,Siaga 3
